Unnamed: 0,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
6,100037,Chelsea Birch,Would not engage with police,2015-07-06 05:22:42,2015-07-08 05:22:42,Lewis recently released but needs support.,100,1,993486,Lewis is currently safe but requires additional support and monitoring.,Would not engage with police,Would not engage with police,100,1,,,[Lewis] unable to engage; lacks capacity to consent.,,28-Nov-2022 14:48:11.000Z[UTC],Lewis,Birch,,2014-01-13 20:43:42,Chichester,Spanish,1,Yes (please specify),Dementia,Asian Pakistani,Male,,Y,N,8542,,,,,,,recently released from prison,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
7,100038,Rhys Allen,,2015-08-02 13:28:42,2015-08-04 13:28:42,"Lewis, recently released from prison, is receiving care at home for dementia.",100,1,996091,Lewis is receiving appropriate care and support for dementia.,,,100,2,,,Lewis acknowledges consent but struggles to understand fully.,,28-Nov-2022 14:48:11.000Z[UTC],Lewis,Birch,,2014-01-13 20:43:42,Chichester,Spanish,1,Yes (please specify),Dementia,Asian Pakistani,Male,,Y,N,8542,,,home,,,,recently released from prison,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,100039,Lewis Birch,,2015-08-15 12:09:42,2015-08-17 12:09:42,,4,1,997600,Lewis receives appropriate care and support for his dementia.,,,100,2,,,Lewis expressed understanding of the situation despite dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Lewis,Birch,,2014-01-13 20:43:42,Chichester,Spanish,1,Yes (please specify),Dementia,Asian Pakistani,Male,,Y,N,8542,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,100040,Elizabeth Shaw,,2016-02-02 01:32:42,2016-02-02 01:32:42,"Lewis's friend reported he was found confused at home due to dementia, prompting a safety check for his wellbeing.",4,1,997642,Lewis is supported and monitored due to his dementia diagnosis.,,,100,2,,,Lewis expressed agreement with database inclusion despite his dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Lewis,Birch,,2014-01-13 20:43:42,Chichester,Spanish,1,Yes (please specify),Dementia,Asian Pakistani,Male,,Y,N,8542,,,home,,friend,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
10,100041,Lewis Birch,,2016-02-09 16:27:42,2016-02-11 16:27:42,Lewis wandered from home to a resort post-petting zoo visit.,2,1,998690,Lewis is safe but requires ongoing support due to dementia.,,,100,1,,,Lewis understood the situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Lewis,Birch,,2014-01-13 20:43:42,Chichester,Spanish,1,Yes (please specify),Dementia,Asian Pakistani,Male,,Y,N,8542,,,"petting zoo,resort,home",,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
11,100042,Lewis Birch,,2016-06-23 23:57:42,2016-06-23 23:57:42,,100,1,999211,Lewis is experiencing memory loss and requires ongoing support.,,,100,1,,,"Lewis agreed to database input, but struggles to understand fully.",,28-Nov-2022 14:48:11.000Z[UTC],Lewis,Birch,,2014-01-13 20:43:42,Chichester,Spanish,1,Yes (please specify),Dementia,Asian Pakistani,Male,,Y,N,8542,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,100043,Clare Lee,,2020-10-29 16:47:00,2020-10-29 16:47:00,,1,1,336168,Clare is receiving appropriate support for her dementia care.,,,100,2,,,Clare deemed to have limited understanding due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,N,N,4512,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100044,Alexander Simpson,,2020-11-27 05:41:00,2020-11-27 05:41:00,Clare was lost; last seen by Helen Fox.,2,1,398187,Clare is receiving appropriate support for her dementia condition.,,,100,1,,,Clare lacks capacity to fully comprehend due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,N,N,4512,,,,Helen Fox,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100045,Alison Edwards,No consent was given for information to be shared.,2020-12-09 19:07:00,2020-12-10 14:44:00,"Clare, aged 85, has shown signs of being possibly involved in a cult. Her sister noticed changes in Clare's routine and reported concerns. Clare is receiving support for her dementia, which might make her vulnerable to undue influence from outsiders.",2,1,607030,Clare is currently receiving support for her dementia needs.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Clare unable to consent; lacks understanding due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,N,N,4512,,,,,sister,,possibly involved in cult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3,100046,Helen Fox,No consent was given for information to be shared.,2021-03-12 21:55:00,2021-03-13 06:42:00,"Clare found in a tunnel near remote cabin, friend June Powell alerted authorities.",2,1,611053,Clare is currently receiving supportive care for her dementia.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Clare lacks understanding and did not consent to sharing.,,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,N,N,4512,,,"tunnel,remote cabin",,,friend June Powell,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4,100047,Gillian Lee,No consent was given for information to be shared.,2021-06-29 22:24:00,2021-07-01 22:24:00,"Clare, diagnosed with dementia, assessed for mental health care needs.",2,1,728590,Clare exhibits symptoms of dementia; care needs are assessed.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Clare unable to consent due to dementia; concerned about privacy.,,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,N,N,4512,,,mental,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,100048,Clare Lee,,2021-09-14 15:18:00,2021-09-16 05:23:00,Clare left her job unexpectedly and was found confused near a remote cabin with Chloe Thomas.,100,1,798734,Clare is under care and receiving support for her dementia.,,,100,2,,,"Clare consented, but struggles to understand due to dementia.",,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,N,N,4512,,,remote cabin,Chloe Thomas,,,left job unexpectedly,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6,100049,Clare Lee,,2021-11-21 03:05:00,2021-11-21 03:05:00,"Clare was found in a tunnel near a remote cabin, linked to organized protest and in need of care.",100,1,804358,Clare is receiving support for her dementia and safety needs.,,,100,2,,,Clare understood consent for database input despite dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,Y,N,4512,,,"tunnel,remote cabin",,,,linked to organized protest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
7,100050,Sophie Gardiner,No consent was given for information to be shared.,2022-04-23 21:27:00,2022-04-23 21:27:00,,2,1,963606,Clare is vulnerable and requires heightened protection and support.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Clare unable to consent; does not understand situation.,,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,Y,N,4512,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
8,100051,June Powell,,2022-08-19 14:35:00,2022-08-19 14:35:00,"Clare, age 85, who has been a repeated victim, was found in a mental health-related location. She appeared disoriented, possibly due to her dementia. Her current wellbeing includes receiving support for dementia care. Consent was given to input this into the database.",4,1,996131,Clare is currently receiving support for her dementia care.,,,100,1,,,"Clare consented, but may struggle to comprehend fully.",,28-Nov-2022 14:48:11.000Z[UTC],Clare,Lee,,2020-10-24 17:44:00,Wells,English,1,Yes (please specify),Dementia,White English,Female,,Y,N,4512,,,mental,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
0,100052,Brian Newton,,2023-07-13 14:17:22,2023-07-15 14:17:22,Lorraine met Tracy on,4,1,877068,Lorraine is receiving support after being a repeated victim.,,,100,2,"Lorraine felt indifferent towards the police, having faced them before.",The parents' attitude towards engagement with police could have been characterized by concern and distrust.,Lorraine consented to database input for ongoing support.,,28-Nov-2022 14:48:11.000Z[UTC],Lorraine,Smith,,2023-02-28 16:44:22,Lichfield,French,1,No,,White Welsh,Female,Harum,Y,N,4182,,,,Tracy,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100053,Brian Newton,,2023-07-27 14:23:22,2023-07-27 14:23:22,On highway distressed.,100,1,953383,Lorraine is receiving support after experiencing repeated victimization.,,,100,2,Lorraine felt distrustful of police despite being a repeated victim.,The parents' attitude towards engagement with police could have been one of skepticism and concern.,"[Lorraine] consented to database entry, aware of past victimization.",,28-Nov-2022 14:48:11.000Z[UTC],Lorraine,Smith,,2023-02-28 16:44:22,Lichfield,French,1,No,,White Welsh,Female,Harum,Y,N,4182,,,highway,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100054,Lorraine Smith,,2023-10-04 16:21:22,2023-10-04 16:21:22,,1,1,987711,Lorraine is receiving support to address her safety concerns.,,,100,1,Lorraine expressed distrust but remains cooperative with the police.,The parents' attitude towards engagement with the police could have been one of concern and caution.,"Lorraine consented to database input, feels supported this time.",,28-Nov-2022 14:48:11.000Z[UTC],Lorraine,Smith,,2023-02-28 16:44:22,Lichfield,French,1,No,,White Welsh,Female,Harum,Y,N,4182,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100055,Lorraine Smith,,2023-10-12 05:54:22,2023-10-12 05:54:22,,2,1,994889,Lorraine is receiving support after experiencing repeated victimization.,,,100,1,Lorraine felt anxious about the police involvement but wanted help.,The parents' attitude could have been one of concern for their child's safety and well-being.,[Lorraine] understands situation and agrees to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Lorraine,Smith,,2023-02-28 16:44:22,Lichfield,French,1,No,,White Welsh,Female,Harum,Y,N,4182,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,100056,Lorraine Smith,,2024-01-12 22:43:22,2024-01-14 22:43:22,"Lorraine, a 16-year-old repeated victim, was found wandering along the highway. She has been avoiding social services, raising concerns about her safety and wellbeing. Her reluctance to seek help despite available support prompted the creation of this report.",2,1,997936,Lorraine is receiving support after being a repeated victim.,,,100,1,"Lorraine was indifferent, feeling like the police couldn't help her situation.","Given the youth's indifference towards police engagement, parents might have exhibited a cautious or skeptical attitude.",Lorraine aware and consenting to details being recorded.,,28-Nov-2022 14:48:11.000Z[UTC],Lorraine,Smith,,2023-02-28 16:44:22,Lichfield,French,1,No,,White Welsh,Female,Harum,Y,N,4182,,,highway,,,,avoiding social services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,100057,Lauren Clark,Would not engage with police,2024-04-19 00:10:22,2024-04-19 00:10:22,"Lorraine's grandmother reported her self-isolation and refusal to engage with law enforcement despite being under support, raising concerns for her safety and mental wellbeing. Lorraine has a history as a repeated victim.",2,1,999363,Lorraine is under support but not engaging with law enforcement.,Would not engage with police,Would not engage with police,100,2,Lorraine was indifferent and refused to engage with the police.,"Given the youth's indifference towards engaging with the police, the parents may have exhibited a cautious or protective attitude.",[Lorraine] unwilling to engage with police regarding her situation.,,28-Nov-2022 14:48:11.000Z[UTC],Lorraine,Smith,,2023-02-28 16:44:22,Lichfield,French,1,No,,White Welsh,Female,Harum,Y,N,4182,,,,,grandmother,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
6,100058,Lorraine Smith,,2024-09-28 09:08:22,2024-09-28 09:08:22,,1,1,999599,Lorraine has received support after multiple victimization incidents.,,,100,1,Lorraine expressed distrust but remained calm about the police involvement.,The parents may have exhibited concern for their child's safety and well-being regarding police involvement.,"Lorraine aware of situation, consent given for database input.",,28-Nov-2022 14:48:11.000Z[UTC],Lorraine,Smith,,2023-02-28 16:44:22,Lichfield,French,1,No,,White Welsh,Female,Harum,Y,N,4182,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,100059,Lauren Clark,,2024-10-01 07:52:22,2024-10-03 07:52:22,,4,1,999794,Lorraine is experiencing ongoing support after repeated victimization.,,,100,1,Lorraine felt relieved to have the police involved for her protection.,The parents' attitude could have reflected a protective and cautious stance.,[Lorraine] agreed to share information for ongoing safety support.,,28-Nov-2022 14:48:11.000Z[UTC],Lorraine,Smith,,2023-02-28 16:44:22,Lichfield,French,1,No,,White Welsh,Female,Harum,Y,N,4182,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100060,Karen Metcalfe,,2015-07-17 05:58:23,2015-07-17 05:58:23,"Karen, recently burdened by unpaid debts, was last seen at a construction site. Her daughter reported concerns, as she intended to meet her uncle there to discuss possible financial help amidst increasing stress.",2,1,75376,Karen is healthy and has not experienced victimization.,,,100,2,,,Karen consented to data entry without concerns for privacy.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,N,N,6681,,,construction site,,"uncle,daughter",,unpaid debts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,100061,Kyle Jones,No consent was given for information to be shared.,2015-11-21 18:29:23,2015-11-21 18:29:23,"Karen was found disoriented on a hiking trail, linked to Barbara Roberts, her grandmother.",2,1,884324,Karen is currently in a stable and supportive environment.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Karen expressed concerns about sharing her information publicly.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,N,N,6681,,,hiking trail,,,Barbara Roberts grandmother,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100062,Jeffrey Barrett,Unable to locate,2015-12-09 04:30:23,2015-12-10 06:32:23,,2,1,950823,Karen is currently unlocated; consent for data entry not granted.,Unable to locate,Unable to locate,100,1,,,Karen unclear about situation; consent not obtained for database.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,N,N,6681,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100063,Karen Metcalfe,,2016-02-14 05:28:23,2016-02-16 05:28:23,Karen contacted Sylvia for support.,1,1,984081,Karen expresses stability and is receiving appropriate support services.,,,100,1,,,Karen understood situation and consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,N,N,6681,,,,Sylvia,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,100064,Karen Metcalfe,,2016-04-19 21:16:23,2016-04-21 21:16:23,,4,1,986169,Karen is receiving ongoing support and remains safe.,,,100,1,,,Karen acknowledged her situation and consented to support services.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,Y,N,6681,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,100065,Karen Metcalfe,,2016-10-17 06:19:23,2016-10-19 06:19:23,"Karen's uncle, Duncan, is concerned as she experiences recurrent victimization despite ongoing support.",4,1,991771,Karen is receiving support after experiencing recurrent victimization.,,,100,1,,,Karen acknowledges her situation and consents to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,Y,N,6681,,,,Duncan,uncle,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,100066,Karen Metcalfe,,2017-01-18 07:56:23,2017-01-19 22:04:23,"Karen was found wandering at a construction site after discussing her situation with her associate, Jeffrey Barrett, indicating a concerning pattern of vulnerability.",1,1,996352,Karen is currently receiving support and intervention services.,,,100,1,,,Karen consented to have her details entered for assistance.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,Y,N,6681,,,construction site,Jeffrey Barrett,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,100067,Karen Metcalfe,,2017-04-16 07:09:23,2017-04-16 07:09:23,,4,1,996877,Karen has experienced multiple incidents of victimization.,,,100,2,,,Karen agreed to database entry for protection purposes.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,Y,N,6681,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,100068,Karen Metcalfe,,2017-07-11 06:16:23,2017-07-13 06:16:23,,1,1,998020,Karen is receiving support and assistance for her situation.,,,100,1,,,Karen agreed to have details entered for safety reasons.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,Y,N,6681,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,100069,Karen Metcalfe,,2017-10-12 18:02:23,2017-10-13 02:05:23,Debts at trail.,100,1,998827,Karen is receiving support after experiencing repeated victimization.,,,100,2,,,Karen feels secure with database input for her protection.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,Y,N,6681,,,trail,,,,unpaid debts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,100070,Karen Metcalfe,,2017-11-25 21:16:23,2017-11-27 21:16:23,,1,1,998875,Karen is recovering and receiving support from local services.,,,100,2,,,Karen consented to support and feels hopeful for change.,,28-Nov-2022 14:48:11.000Z[UTC],Karen,Metcalfe,,2015-06-14 11:29:23,Doncaster,French,1,Not Known,,White Northern Irish,Female,Joanne,Y,N,6681,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100071,Karen Smith,,2023-06-18 07:47:32,2023-06-18 07:47:32,,2,1,485336,"Karen is safe and well, no reported victimization present.",,,100,2,Karen seemed cooperative and understanding towards the Police.,The parents' attitude could have been cautious and protective.,Karen understands the situation and consented to the database.,True,28-Nov-2022 14:48:11.000Z[UTC],Karen,Smith,,2023-03-15 10:20:32,Armagh,English,1,Not Known,,Asian Pakistani,Female,Similique,N,N,157,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100072,Karen Smith,,2023-07-28 23:19:32,2023-07-28 23:19:32,,4,1,589318,Karen is currently safe and doing well with support.,,,100,1,Karen was cooperative and showed no resentment towards the police.,"Given Karen's cooperative attitude towards the police, it is reasonable to infer that her parents may have had a supportive and positive perspective on law enforcement.",Karen feels secure with her consent for data input.,True,28-Nov-2022 14:48:11.000Z[UTC],Karen,Smith,,2023-03-15 10:20:32,Armagh,English,1,Not Known,,Asian Pakistani,Female,Similique,N,N,157,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,100073,Karen Smith,,2023-12-31 03:04:32,2024-01-02 03:04:32,,4,1,624744,Karen is not a victim or perpetrator; consented to data entry.,,,100,2,Karen expressed trust in the police and felt safe reporting her concerns.,"Given Karen's trust in the police and her feelings of safety in reporting her concerns, it is possible that her parents might have had a supportive and positive attitude towards law enforcement.",Karen understood and consented to database input.,True,28-Nov-2022 14:48:11.000Z[UTC],Karen,Smith,,2023-03-15 10:20:32,Armagh,English,1,Not Known,,Asian Pakistani,Female,Similique,N,N,157,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100074,Karen Smith,,2024-06-13 10:27:32,2024-06-13 10:27:32,Karen was seen by Natasha Hicks at a travel hub.,4,1,712733,Karen is stable and receives support as needed.,,,100,2,Karen appeared cooperative and respectful towards the police.,The parents' attitude could have been supportive and understanding of the police's role.,Karen aware and consenting to database entry for safety.,True,28-Nov-2022 14:48:11.000Z[UTC],Karen,Smith,,2023-03-15 10:20:32,Armagh,English,1,Not Known,,Asian Pakistani,Female,Similique,N,N,157,,,,Natasha Hicks,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
